"P1_S1","P1_S2","P1_S3","P1_S4","P2_S1","P2_S2","P2_S3","P2_S4","P3_S1","P3_S2","P3_S3","P3_S4"
0.227,0.567,0.321,0.108,0.227,0.567,0.321,0.108,0.0001,0.3432,0.0169,0.0
0.239,0.611,0.314,0.112,0.239,0.611,0.314,0.112,0.0202,0.312,0.0026,0.0
0.253,0.645,0.306,0.122,0.253,0.645,0.306,0.122,0.0745,0.2451,0.0,0.0
0.246,0.651,0.294,0.139,0.246,0.651,0.294,0.139,0.137,0.1883,0.0,0.0
0.251,0.63,0.271,0.152,0.251,0.63,0.271,0.152,0.1856,0.1346,0.0,0.0
0.259,0.579,0.247,0.17,0.259,0.579,0.247,0.17,0.2058,0.0657,0.0,0.0
0.266,0.517,0.227,0.195,0.266,0.517,0.227,0.195,0.1872,0.019,0.0,0.0038
0.258,0.476,0.207,0.221,0.258,0.476,0.207,0.221,0.1443,0.0024,0.0,0.0203
0.254,0.44,0.19,0.251,0.254,0.44,0.19,0.251,0.0951,0.0,0.0,0.0373
0.245,0.406,0.183,0.276,0.245,0.406,0.183,0.276,0.0397,0.0,0.0009,0.0493
0.25,0.354,0.182,0.292,0.25,0.354,0.182,0.292,0.0002,0.0,0.0184,0.0618
0.253,0.324,0.181,0.304,0.253,0.324,0.181,0.304,0.0,0.0,0.0663,0.052
0.257,0.309,0.187,0.311,0.257,0.309,0.187,0.311,0.0,0.0,0.146,0.043
0.247,0.292,0.193,0.308,0.247,0.292,0.193,0.308,0.0,0.0,0.2307,0.0345
0.247,0.268,0.208,0.306,0.247,0.268,0.208,0.306,0.0,0.0,0.3006,0.0255
0.254,0.249,0.214,0.299,0.254,0.249,0.214,0.299,0.0,0.0039,0.3702,0.0093
0.248,0.24,0.216,0.292,0.248,0.24,0.216,0.292,0.0,0.0443,0.4329,0.0012
0.236,0.243,0.216,0.266,0.236,0.243,0.216,0.266,0.0,0.1275,0.5106,0.0
0.228,0.248,0.214,0.247,0.228,0.248,0.214,0.247,0.0,0.2223,0.5303,0.0
0.231,0.258,0.212,0.228,0.231,0.258,0.212,0.228,0.0,0.3375,0.5318,0.0
0.23,0.261,0.207,0.209,0.23,0.261,0.207,0.209,0.0,0.3651,0.4699,0.0
0.228,0.26,0.186,0.196,0.228,0.26,0.186,0.196,0.0,0.3984,0.3596,0.0
0.221,0.26,0.163,0.191,0.221,0.26,0.163,0.191,0.0,0.4183,0.2489,0.0
0.209,0.259,0.132,0.177,0.209,0.259,0.132,0.177,0.0,0.4491,0.132,0.0
0.203,0.249,0.107,0.171,0.203,0.249,0.107,0.171,0.0001,0.4142,0.0445,0.0
0.19,0.234,0.095,0.169,0.19,0.234,0.095,0.169,0.0098,0.3785,0.0063,0.0
0.177,0.217,0.085,0.19,0.177,0.217,0.085,0.19,0.0345,0.3397,0.0,0.0
0.169,0.193,0.075,0.22,0.169,0.193,0.075,0.22,0.0705,0.2304,0.0,0.0
0.173,0.162,0.075,0.249,0.173,0.162,0.075,0.249,0.0956,0.1425,0.0,0.0
0.174,0.119,0.069,0.282,0.174,0.119,0.069,0.282,0.1029,0.0753,0.0,0.0
0.163,0.089,0.063,0.326,0.163,0.089,0.063,0.326,0.097,0.0217,0.0,0.003
0.157,0.073,0.059,0.368,0.157,0.073,0.059,0.368,0.082,0.0023,0.0,0.0162
0.167,0.064,0.06,0.403,0.167,0.064,0.06,0.403,0.0522,0.0,0.0,0.0355
0.185,0.058,0.06,0.432,0.185,0.058,0.06,0.432,0.0221,0.0,0.0008,0.0478
0.19,0.055,0.055,0.461,0.19,0.055,0.055,0.461,0.0001,0.0,0.0323,0.0543
0.195,0.053,0.05,0.476,0.195,0.053,0.05,0.476,0.0,0.0,0.1177,0.061
0.199,0.053,0.051,0.479,0.199,0.053,0.051,0.479,0.0,0.0,0.2407,0.0561
0.19,0.051,0.053,0.468,0.19,0.051,0.053,0.468,0.0,0.0,0.3601,0.0472
0.183,0.053,0.056,0.44,0.183,0.053,0.056,0.44,0.0,0.0,0.4454,0.0324
0.177,0.057,0.058,0.404,0.177,0.057,0.058,0.404,0.0,0.0029,0.4733,0.0112
0.174,0.06,0.061,0.371,0.174,0.06,0.061,0.371,0.0,0.0288,0.513,0.0014
0.171,0.062,0.065,0.349,0.171,0.062,0.065,0.349,0.0,0.0835,0.5122,0.0
0.182,0.074,0.07,0.327,0.182,0.074,0.07,0.327,0.0,0.1631,0.4762,0.0
0.185,0.091,0.078,0.305,0.185,0.091,0.078,0.305,0.0,0.2689,0.4148,0.0
0.19,0.109,0.086,0.291,0.19,0.109,0.086,0.291,0.0,0.3333,0.3319,0.0
0.19,0.126,0.092,0.28,0.19,0.126,0.092,0.28,0.0,0.3472,0.2774,0.0
0.191,0.143,0.095,0.276,0.191,0.143,0.095,0.276,0.0,0.3385,0.1919,0.0
0.202,0.168,0.088,0.268,0.202,0.168,0.088,0.268,0.0,0.312,0.1094,0.0
0.19,0.185,0.078,0.259,0.19,0.185,0.078,0.259,0.0003,0.2303,0.036,0.0
0.199,0.203,0.071,0.251,0.199,0.203,0.071,0.251,0.0232,0.1628,0.0045,0.0
0.21,0.221,0.066,0.242,0.21,0.221,0.066,0.242,0.0812,0.1258,0.0,0.0
0.236,0.236,0.062,0.255,0.236,0.236,0.062,0.255,0.14,0.0851,0.0,0.0
0.253,0.259,0.063,0.279,0.253,0.259,0.063,0.279,0.1787,0.0508,0.0,0.0
0.266,0.274,0.064,0.306,0.266,0.274,0.064,0.306,0.2118,0.0289,0.0,0.0
0.273,0.284,0.064,0.342,0.273,0.284,0.064,0.342,0.2031,0.0092,0.0,0.0015
0.262,0.299,0.063,0.372,0.262,0.299,0.063,0.372,0.1812,0.001,0.0,0.009
0.249,0.297,0.065,0.404,0.249,0.297,0.065,0.404,0.1302,0.0,0.0,0.0202
0.251,0.295,0.068,0.417,0.251,0.295,0.068,0.417,0.0573,0.0,0.0006,0.0403
0.242,0.319,0.067,0.428,0.242,0.319,0.067,0.428,0.0004,0.0,0.0252,0.062
0.234,0.34,0.063,0.442,0.234,0.34,0.063,0.442,0.0,0.0,0.0941,0.1055
0.23,0.355,0.071,0.453,0.23,0.355,0.071,0.453,0.0,0.0,0.2122,0.1325
0.237,0.357,0.087,0.456,0.237,0.357,0.087,0.456,0.0,0.0,0.3807,0.1131
0.244,0.359,0.114,0.442,0.244,0.359,0.114,0.442,0.0,0.0,0.5352,0.0642
0.236,0.366,0.149,0.431,0.236,0.366,0.149,0.431,0.0,0.0019,0.6273,0.0191
0.243,0.389,0.183,0.411,0.243,0.389,0.183,0.411,0.0,0.0238,0.6652,0.0022
0.249,0.406,0.211,0.364,0.249,0.406,0.211,0.364,0.0,0.0641,0.6775,0.0
0.243,0.43,0.236,0.324,0.243,0.43,0.236,0.324,0.0,0.1369,0.6166,0.0
0.239,0.452,0.256,0.297,0.239,0.452,0.256,0.297,0.0,0.1998,0.5781,0.0
0.24,0.446,0.273,0.281,0.24,0.446,0.273,0.281,0.0,0.2767,0.5167,0.0
0.212,0.415,0.28,0.271,0.212,0.415,0.28,0.271,0.0,0.3333,0.4149,0.0
0.211,0.385,0.288,0.271,0.211,0.385,0.288,0.271,0.0,0.4112,0.2856,0.0
0.213,0.347,0.303,0.264,0.213,0.347,0.303,0.264,0.0,0.4648,0.1447,0.0
0.214,0.311,0.306,0.255,0.214,0.311,0.306,0.255,0.0003,0.4678,0.0421,0.0
0.223,0.287,0.315,0.242,0.223,0.287,0.315,0.242,0.0163,0.4344,0.005,0.0
0.206,0.264,0.329,0.234,0.206,0.264,0.329,0.234,0.0484,0.355,0.0,0.0
0.214,0.221,0.334,0.241,0.214,0.221,0.334,0.241,0.0787,0.2787,0.0,0.0
0.209,0.169,0.333,0.272,0.209,0.169,0.333,0.272,0.1059,0.1868,0.0,0.0
0.218,0.117,0.316,0.319,0.218,0.117,0.316,0.319,0.1122,0.1002,0.0,0.0
0.22,0.086,0.296,0.38,0.22,0.086,0.296,0.38,0.0971,0.0306,0.0,0.0042
0.221,0.076,0.274,0.444,0.221,0.076,0.274,0.444,0.0757,0.0036,0.0,0.0241
0.236,0.079,0.251,0.504,0.236,0.079,0.251,0.504,0.0527,0.0,0.0,0.0451
0.229,0.086,0.238,0.548,0.229,0.086,0.238,0.548,0.0265,0.0,0.0005,0.0614
0.221,0.095,0.229,0.589,0.221,0.095,0.229,0.589,0.0006,0.0,0.0214,0.0708
0.214,0.106,0.224,0.629,0.214,0.106,0.224,0.629,0.0,0.0,0.0822,0.0634
0.21,0.123,0.228,0.657,0.21,0.123,0.228,0.657,0.0,0.0,0.1923,0.0477
0.214,0.143,0.235,0.676,0.214,0.143,0.235,0.676,0.0,0.0,0.3052,0.0315
0.211,0.162,0.253,0.668,0.211,0.162,0.253,0.668,0.0,0.0,0.4093,0.0163
0.201,0.185,0.268,0.654,0.201,0.185,0.268,0.654,0.0,0.0037,0.5012,0.0044
0.192,0.216,0.28,0.635,0.192,0.216,0.28,0.635,0.0,0.028,0.5201,0.0004
0.187,0.247,0.289,0.587,0.187,0.247,0.289,0.587,0.0,0.0761,0.497,0.0
0.193,0.289,0.292,0.541,0.193,0.289,0.292,0.541,0.0,0.1435,0.4809,0.0
0.207,0.34,0.287,0.501,0.207,0.34,0.287,0.501,0.0,0.1881,0.4037,0.0
0.209,0.396,0.273,0.474,0.209,0.396,0.273,0.474,0.0,0.2569,0.3339,0.0
0.215,0.457,0.254,0.452,0.215,0.457,0.254,0.452,0.0,0.3334,0.2612,0.0
0.222,0.505,0.237,0.432,0.222,0.505,0.237,0.432,0.0,0.3924,0.1786,0.0
0.224,0.532,0.215,0.43,0.224,0.532,0.215,0.43,0.0,0.3971,0.0963,0.0
0.216,0.543,0.196,0.439,0.216,0.543,0.196,0.439,0.0006,0.3891,0.0278,0.0
0.215,0.551,0.189,0.459,0.215,0.551,0.189,0.459,0.0294,0.3603,0.0029,0.0
0.219,0.54,0.191,0.49,0.219,0.54,0.191,0.49,0.0868,0.2916,0.0,0.0
0.24,0.517,0.192,0.538,0.24,0.517,0.192,0.538,0.15,0.2257,0.0,0.0
0.242,0.497,0.199,0.588,0.242,0.497,0.199,0.588,0.205,0.1563,0.0,0.0
0.262,0.467,0.199,0.622,0.262,0.467,0.199,0.622,0.2261,0.0812,0.0,0.0
0.259,0.44,0.195,0.661,0.259,0.44,0.195,0.661,0.2194,0.0249,0.0,0.0044
0.271,0.432,0.187,0.692,0.271,0.432,0.187,0.692,0.1851,0.0031,0.0,0.0269
0.263,0.425,0.177,0.719,0.263,0.425,0.177,0.719,0.1243,0.0,0.0,0.0644
0.275,0.422,0.169,0.728,0.275,0.422,0.169,0.728,0.0551,0.0,0.0007,0.0942
0.296,0.414,0.167,0.724,0.296,0.414,0.167,0.724,0.0005,0.0,0.0218,0.0945
0.331,0.405,0.168,0.702,0.331,0.405,0.168,0.702,0.0,0.0,0.0731,0.0908
0.342,0.391,0.182,0.663,0.342,0.391,0.182,0.663,0.0,0.0,0.1312,0.0747
0.334,0.376,0.206,0.622,0.334,0.376,0.206,0.622,0.0,0.0,0.1981,0.0531
0.323,0.358,0.243,0.614,0.323,0.358,0.243,0.614,0.0,0.0,0.231,0.0291
0.322,0.347,0.278,0.612,0.322,0.347,0.278,0.612,0.0,0.0025,0.2699,0.0083
0.329,0.347,0.315,0.611,0.329,0.347,0.315,0.611,0.0,0.0262,0.3141,0.0008
0.336,0.374,0.351,0.624,0.336,0.374,0.351,0.624,0.0,0.0816,0.3423,0.0
0.362,0.418,0.38,0.64,0.362,0.418,0.38,0.64,0.0,0.1547,0.4116,0.0
0.393,0.474,0.405,0.643,0.393,0.474,0.405,0.643,0.0,0.2512,0.4024,0.0
0.384,0.522,0.415,0.653,0.384,0.522,0.415,0.653,0.0,0.3663,0.3777,0.0
0.346,0.564,0.398,0.657,0.346,0.564,0.398,0.657,0.0,0.4599,0.294,0.0
0.339,0.6,0.356,0.651,0.339,0.6,0.356,0.651,0.0,0.5678,0.2205,0.0
0.325,0.614,0.305,0.651,0.325,0.614,0.305,0.651,0.0,0.5978,0.131,0.0
0.33,0.612,0.259,0.646,0.33,0.612,0.259,0.646,0.0005,0.58,0.0423,0.0
0.323,0.603,0.227,0.646,0.323,0.603,0.227,0.646,0.0242,0.5402,0.0053,0.0
0.306,0.593,0.203,0.625,0.306,0.593,0.203,0.625,0.0763,0.476,0.0,0.0
0.289,0.559,0.185,0.593,0.289,0.559,0.185,0.593,0.127,0.3673,0.0,0.0
0.281,0.507,0.181,0.566,0.281,0.507,0.181,0.566,0.1693,0.2433,0.0,0.0
0.3,0.473,0.175,0.543,0.3,0.473,0.175,0.543,0.2046,0.119,0.0,0.0
0.284,0.439,0.168,0.523,0.284,0.439,0.168,0.523,0.2163,0.0344,0.0,0.0025
0.269,0.429,0.154,0.519,0.269,0.429,0.154,0.519,0.1846,0.0041,0.0,0.0188
0.225,0.422,0.137,0.526,0.225,0.422,0.137,0.526,0.122,0.0,0.0,0.0419
0.193,0.411,0.121,0.532,0.193,0.411,0.121,0.532,0.0558,0.0,0.0003,0.0633
0.175,0.404,0.106,0.544,0.175,0.404,0.106,0.544,0.0006,0.0,0.0162,0.071
0.163,0.4,0.093,0.549,0.163,0.4,0.093,0.549,0.0,0.0,0.063,0.0753
0.158,0.386,0.089,0.544,0.158,0.386,0.089,0.544,0.0,0.0,0.1323,0.07
0.145,0.378,0.084,0.537,0.145,0.378,0.084,0.537,0.0,0.0,0.2218,0.0561
0.132,0.367,0.083,0.528,0.132,0.367,0.083,0.528,0.0,0.0,0.3458,0.027
0.132,0.366,0.082,0.511,0.132,0.366,0.082,0.511,0.0,0.002,0.3669,0.0066
0.135,0.385,0.083,0.488,0.135,0.385,0.083,0.488,0.0,0.0175,0.3862,0.0007
0.123,0.434,0.083,0.473,0.123,0.434,0.083,0.473,0.0,0.0538,0.4066,0.0
0.131,0.489,0.085,0.453,0.131,0.489,0.085,0.453,0.0,0.1376,0.3898,0.0
0.134,0.561,0.086,0.432,0.134,0.561,0.086,0.432,0.0,0.278,0.3675,0.0
0.136,0.607,0.083,0.412,0.136,0.607,0.083,0.412,0.0,0.4381,0.3041,0.0
0.127,0.637,0.082,0.39,0.127,0.637,0.082,0.39,0.0,0.5243,0.2433,0.0
0.132,0.661,0.078,0.359,0.132,0.661,0.078,0.359,0.0,0.5488,0.1696,0.0
0.134,0.684,0.07,0.341,0.134,0.684,0.07,0.341,0.0,0.564,0.0921,0.0
0.137,0.704,0.063,0.325,0.137,0.704,0.063,0.325,0.0004,0.5601,0.0308,0.0
0.117,0.721,0.062,0.324,0.117,0.721,0.062,0.324,0.0095,0.5242,0.0042,0.0
0.113,0.722,0.063,0.335,0.113,0.722,0.063,0.335,0.0306,0.4784,0.0,0.0
0.114,0.685,0.064,0.346,0.114,0.685,0.064,0.346,0.0546,0.3877,0.0,0.0
0.11,0.622,0.065,0.355,0.11,0.622,0.065,0.355,0.0775,0.2726,0.0,0.0
0.111,0.53,0.064,0.356,0.111,0.53,0.064,0.356,0.0857,0.1444,0.0,0.0
0.108,0.444,0.064,0.363,0.108,0.444,0.064,0.363,0.0793,0.0424,0.0,0.0037
0.109,0.397,0.064,0.373,0.109,0.397,0.064,0.373,0.0679,0.0048,0.0,0.0275
0.107,0.368,0.07,0.381,0.107,0.368,0.07,0.381,0.0433,0.0,0.0,0.0795
0.09,0.347,0.078,0.388,0.09,0.347,0.078,0.388,0.0187,0.0,0.0002,0.1322
0.093,0.3,0.084,0.397,0.093,0.3,0.084,0.397,0.0004,0.0,0.0181,0.157
0.091,0.263,0.086,0.398,0.091,0.263,0.086,0.398,0.0,0.0,0.0737,0.1299
0.097,0.238,0.094,0.389,0.097,0.238,0.094,0.389,0.0,0.0,0.1745,0.1085
0.115,0.213,0.103,0.383,0.115,0.213,0.103,0.383,0.0,0.0,0.2952,0.0808
0.127,0.185,0.118,0.398,0.127,0.185,0.118,0.398,0.0,0.0,0.4176,0.041
0.132,0.159,0.125,0.426,0.132,0.159,0.125,0.426,0.0,0.0079,0.5183,0.0102
0.137,0.142,0.128,0.447,0.137,0.142,0.128,0.447,0.0,0.0722,0.5472,0.0009
0.111,0.126,0.13,0.459,0.111,0.126,0.13,0.459,0.0,0.1662,0.5385,0.0
0.12,0.114,0.132,0.457,0.12,0.114,0.132,0.457,0.0,0.2801,0.5218,0.0
0.116,0.102,0.138,0.446,0.116,0.102,0.138,0.446,0.0,0.4122,0.4704,0.0
0.115,0.094,0.145,0.453,0.115,0.094,0.145,0.453,0.0,0.489,0.4126,0.0
0.115,0.087,0.145,0.459,0.115,0.087,0.145,0.459,0.0,0.5433,0.3249,0.0
0.116,0.084,0.141,0.462,0.116,0.084,0.141,0.462,0.0,0.6008,0.2365,0.0
0.115,0.082,0.13,0.454,0.115,0.082,0.13,0.454,0.0,0.6136,0.1235,0.0
0.118,0.079,0.12,0.421,0.118,0.079,0.12,0.421,0.0001,0.5903,0.0329,0.0
0.124,0.079,0.118,0.397,0.124,0.079,0.118,0.397,0.0041,0.5154,0.0032,0.0
0.122,0.087,0.121,0.373,0.122,0.087,0.121,0.373,0.0142,0.4511,0.0,0.0
0.121,0.101,0.13,0.346,0.121,0.101,0.13,0.346,0.0268,0.3736,0.0,0.0
0.129,0.123,0.141,0.322,0.129,0.123,0.141,0.322,0.0369,0.2671,0.0,0.0
0.125,0.125,0.147,0.304,0.125,0.125,0.147,0.304,0.0437,0.1445,0.0,0.0
0.124,0.123,0.154,0.307,0.124,0.123,0.154,0.307,0.0424,0.0443,0.0,0.0043
0.125,0.136,0.16,0.333,0.125,0.136,0.16,0.333,0.0366,0.0054,0.0,0.0411
0.122,0.148,0.166,0.367,0.122,0.148,0.166,0.367,0.0255,0.0,0.0,0.0954
0.122,0.16,0.172,0.417,0.122,0.16,0.172,0.417,0.0116,0.0,0.0007,0.1543
0.116,0.176,0.176,0.488,0.116,0.176,0.176,0.488,0.0002,0.0,0.0148,0.1927
0.112,0.183,0.172,0.536,0.112,0.183,0.172,0.536,0.0,0.0,0.0483,0.166
0.109,0.191,0.179,0.564,0.109,0.191,0.179,0.564,0.0,0.0,0.0881,0.1174
0.109,0.201,0.189,0.592,0.109,0.201,0.189,0.592,0.0,0.0,0.1402,0.0641
0.105,0.219,0.208,0.619,0.105,0.219,0.208,0.619,0.0,0.0,0.167,0.027
0.103,0.227,0.225,0.635,0.103,0.227,0.225,0.635,0.0,0.0069,0.1638,0.0063
0.104,0.239,0.243,0.638,0.104,0.239,0.243,0.638,0.0,0.0398,0.152,0.0005
0.102,0.252,0.248,0.658,0.102,0.252,0.248,0.658,0.0,0.0754,0.1694,0.0
0.102,0.275,0.247,0.66,0.102,0.275,0.247,0.66,0.0,0.1154,0.1851,0.0
0.101,0.304,0.244,0.646,0.101,0.304,0.244,0.646,0.0,0.1309,0.1777,0.0
0.099,0.331,0.238,0.627,0.099,0.331,0.238,0.627,0.0,0.1421,0.1552,0.0
0.095,0.349,0.226,0.59,0.095,0.349,0.226,0.59,0.0,0.1744,0.1338,0.0
0.089,0.358,0.211,0.563,0.089,0.358,0.211,0.563,0.0,0.1821,0.0847,0.0
0.083,0.35,0.175,0.543,0.083,0.35,0.175,0.543,0.0,0.2108,0.0342,0.0
0.083,0.332,0.158,0.527,0.083,0.332,0.158,0.527,0.0001,0.2091,0.0081,0.0
0.083,0.315,0.146,0.528,0.083,0.315,0.146,0.528,0.0067,0.1763,0.0008,0.0
0.084,0.306,0.134,0.529,0.084,0.306,0.134,0.529,0.0224,0.155,0.0,0.0
0.085,0.287,0.125,0.531,0.085,0.287,0.125,0.531,0.0454,0.1266,0.0,0.0
0.088,0.268,0.129,0.53,0.088,0.268,0.129,0.53,0.0663,0.0884,0.0,0.0
0.105,0.233,0.121,0.537,0.105,0.233,0.121,0.537,0.0748,0.0543,0.0,0.0
0.109,0.198,0.112,0.549,0.109,0.198,0.112,0.549,0.0689,0.0181,0.0,0.0033
0.111,0.175,0.102,0.571,0.111,0.175,0.102,0.571,0.0671,0.0023,0.0,0.0392
0.126,0.157,0.096,0.602,0.126,0.157,0.096,0.602,0.0479,0.0001,0.0,0.0928
0.136,0.145,0.096,0.645,0.136,0.145,0.096,0.645,0.0225,0.0,0.0002,0.1577
0.155,0.142,0.098,0.688,0.155,0.142,0.098,0.688,0.0006,0.0,0.0049,0.2003
0.188,0.135,0.105,0.709,0.188,0.135,0.105,0.709,0.0,0.0,0.0156,0.2269
0.229,0.13,0.119,0.693,0.229,0.13,0.119,0.693,0.0,0.0,0.0401,0.2139
0.263,0.118,0.134,0.668,0.263,0.118,0.134,0.668,0.0,0.0,0.0768,0.1534
0.286,0.111,0.146,0.649,0.286,0.111,0.146,0.649,0.0,0.0,0.11,0.0721
0.328,0.104,0.154,0.638,0.328,0.104,0.154,0.638,0.0,0.0053,0.14,0.0163
0.358,0.095,0.164,0.643,0.358,0.095,0.164,0.643,0.0,0.0452,0.1736,0.0012
0.389,0.086,0.178,0.637,0.389,0.086,0.178,0.637,0.0,0.1371,0.1985,0.0
0.412,0.088,0.186,0.644,0.412,0.088,0.186,0.644,0.0,0.2494,0.1826,0.0
0.444,0.098,0.184,0.645,0.444,0.098,0.184,0.645,0.0,0.3544,0.1715,0.0
0.467,0.121,0.183,0.634,0.467,0.121,0.183,0.634,0.0,0.4052,0.168,0.0
0.483,0.153,0.182,0.625,0.483,0.153,0.182,0.625,0.0,0.4491,0.119,0.0
0.501,0.188,0.177,0.62,0.501,0.188,0.177,0.62,0.0,0.5107,0.0711,0.0
0.535,0.226,0.157,0.59,0.535,0.226,0.157,0.59,0.0,0.5323,0.0377,0.0
0.555,0.263,0.147,0.565,0.555,0.263,0.147,0.565,0.0005,0.4885,0.012,0.0
0.543,0.298,0.145,0.539,0.543,0.298,0.145,0.539,0.012,0.4399,0.0015,0.0
0.551,0.318,0.146,0.506,0.551,0.318,0.146,0.506,0.0329,0.3528,0.0,0.0
0.565,0.328,0.148,0.49,0.565,0.328,0.148,0.49,0.0591,0.2374,0.0,0.0
0.551,0.333,0.144,0.475,0.551,0.333,0.144,0.475,0.0824,0.1567,0.0,0.0
0.487,0.333,0.142,0.468,0.487,0.333,0.142,0.468,0.087,0.0772,0.0,0.0
0.45,0.331,0.144,0.45,0.45,0.331,0.144,0.45,0.0856,0.0215,0.0,0.0009
0.417,0.334,0.144,0.438,0.417,0.334,0.144,0.438,0.0684,0.0026,0.0,0.0121
0.379,0.339,0.14,0.427,0.379,0.339,0.14,0.427,0.0454,0.0001,0.0,0.0375
0.343,0.354,0.141,0.42,0.343,0.354,0.141,0.42,0.029,0.0,0.0002,0.0659
0.306,0.355,0.141,0.407,0.306,0.355,0.141,0.407,0.0009,0.0,0.0139,0.0785
0.278,0.356,0.145,0.388,0.278,0.356,0.145,0.388,0.0,0.0,0.0817,0.0701
0.257,0.358,0.165,0.378,0.257,0.358,0.165,0.378,0.0,0.0,0.2135,0.0483
0.236,0.349,0.182,0.366,0.236,0.349,0.182,0.366,0.0,0.0,0.3741,0.0309
0.216,0.339,0.196,0.378,0.216,0.339,0.196,0.378,0.0,0.0,0.4824,0.0161
0.198,0.33,0.2,0.391,0.198,0.33,0.2,0.391,0.0,0.0035,0.5503,0.004
0.188,0.342,0.203,0.401,0.188,0.342,0.203,0.401,0.0,0.0313,0.5581,0.0003
0.194,0.397,0.203,0.357,0.194,0.397,0.203,0.357,0.0,0.0894,0.5534,0.0
0.205,0.451,0.194,0.358,0.205,0.451,0.194,0.358,0.0,0.2059,0.5007,0.0
0.216,0.493,0.178,0.385,0.216,0.493,0.178,0.385,0.0,0.3276,0.4273,0.0
0.203,0.507,0.161,0.412,0.203,0.507,0.161,0.412,0.0,0.4326,0.381,0.0
0.198,0.514,0.145,0.43,0.198,0.514,0.145,0.43,0.0,0.5243,0.3018,0.0
0.202,0.521,0.124,0.503,0.202,0.521,0.124,0.503,0.0,0.6337,0.2004,0.0
0.187,0.522,0.094,0.54,0.187,0.522,0.094,0.54,0.0,0.6853,0.0987,0.0
0.172,0.521,0.071,0.548,0.172,0.521,0.071,0.548,0.0008,0.6756,0.0261,0.0
0.173,0.519,0.06,0.569,0.173,0.519,0.06,0.569,0.0164,0.625,0.0026,0.0
0.182,0.509,0.056,0.584,0.182,0.509,0.056,0.584,0.0511,0.5317,0.0,0.0
0.183,0.481,0.055,0.589,0.183,0.481,0.055,0.589,0.0979,0.394,0.0,0.0
0.188,0.444,0.062,0.593,0.188,0.444,0.062,0.593,0.1189,0.264,0.0,0.0
0.185,0.383,0.059,0.573,0.185,0.383,0.059,0.573,0.1298,0.1411,0.0,0.0
0.176,0.322,0.053,0.559,0.176,0.322,0.053,0.559,0.1296,0.0462,0.0,0.0016
0.185,0.293,0.048,0.553,0.185,0.293,0.048,0.553,0.1096,0.0063,0.0,0.0179
0.18,0.291,0.046,0.544,0.18,0.291,0.046,0.544,0.0756,0.0001,0.0,0.05
0.173,0.294,0.045,0.53,0.173,0.294,0.045,0.53,0.035,0.0,0.0001,0.0758
0.172,0.287,0.045,0.522,0.172,0.287,0.045,0.522,0.001,0.0,0.0165,0.1024
0.174,0.287,0.04,0.521,0.174,0.287,0.04,0.521,0.0,0.0,0.0798,0.1032
0.18,0.291,0.04,0.532,0.18,0.291,0.04,0.532,0.0,0.0,0.1954,0.0986
0.183,0.3,0.043,0.547,0.183,0.3,0.043,0.547,0.0,0.0,0.3128,0.0663
0.18,0.297,0.049,0.574,0.18,0.297,0.049,0.574,0.0,0.0,0.4162,0.0311
0.179,0.301,0.055,0.596,0.179,0.301,0.055,0.596,0.0,0.0093,0.4977,0.007
0.19,0.323,0.061,0.6,0.19,0.323,0.061,0.6,0.0,0.0605,0.4747,0.0004
0.2,0.354,0.064,0.613,0.2,0.354,0.064,0.613,0.0,0.149,0.4266,0.0
0.202,0.377,0.066,0.633,0.202,0.377,0.066,0.633,0.0,0.2652,0.3533,0.0
0.215,0.406,0.066,0.654,0.215,0.406,0.066,0.654,0.0,0.3763,0.2767,0.0
0.231,0.416,0.065,0.682,0.231,0.416,0.065,0.682,0.0,0.4384,0.2381,0.0
0.232,0.422,0.062,0.696,0.232,0.422,0.062,0.696,0.0,0.4506,0.2141,0.0
0.23,0.435,0.058,0.716,0.23,0.435,0.058,0.716,0.0,0.4592,0.1454,0.0
0.23,0.432,0.051,0.732,0.23,0.432,0.051,0.732,0.0,0.4416,0.0733,0.0
0.227,0.415,0.045,0.746,0.227,0.415,0.045,0.746,0.0009,0.3913,0.0192,0.0
0.232,0.39,0.041,0.751,0.232,0.39,0.041,0.751,0.0212,0.3623,0.0017,0.0
0.248,0.362,0.038,0.734,0.248,0.362,0.038,0.734,0.059,0.3054,0.0,0.0
0.273,0.321,0.036,0.686,0.273,0.321,0.036,0.686,0.1063,0.24,0.0,0.0
0.306,0.283,0.037,0.631,0.306,0.283,0.037,0.631,0.1345,0.1554,0.0,0.0
0.311,0.266,0.037,0.59,0.311,0.266,0.037,0.59,0.124,0.0828,0.0,0.0
0.328,0.259,0.038,0.555,0.328,0.259,0.038,0.555,0.1263,0.0271,0.0,0.002
0.323,0.267,0.041,0.539,0.323,0.267,0.041,0.539,0.108,0.0036,0.0,0.0189
0.326,0.279,0.045,0.529,0.326,0.279,0.045,0.529,0.0743,0.0001,0.0,0.0671
0.321,0.287,0.046,0.538,0.321,0.287,0.046,0.538,0.0385,0.0,0.0001,0.1163
0.322,0.278,0.048,0.552,0.322,0.278,0.048,0.552,0.0008,0.0,0.0173,0.1489
0.345,0.274,0.049,0.547,0.345,0.274,0.049,0.547,0.0,0.0,0.0847,0.1586
0.367,0.271,0.054,0.525,0.367,0.271,0.054,0.525,0.0,0.0,0.1972,0.138
